"id","numero_dossier","numero_individu","date_debut","date_fin"
8569,"D20251024003990","20251024004126","2024-02-11",NULL
8570,"D20251024003990","20251024003075","2024-02-11",NULL
8571,"D20251024003990","20251024008392","2024-02-11",NULL
8572,"D20251024003991","20251024008537","2010-01-01","2012-07-19"
8573,"D20251024003992","20251024008537","2012-07-20","2014-10-08"
8574,"D20251024003993","20251024008537","2014-10-09","2016-09-28"
8575,"D20251024003994","20251024008537","2016-09-29","2021-05-06"
8576,"D20251024003995","20251024008537","2021-05-07","2025-01-16"
8577,"D20251024003996","20251024008537","2025-01-17",NULL
8578,"D20251024003997","20251024004494","2016-01-21","2019-07-04"
8579,"D20251024003997","20251024003836","2016-01-21","2019-07-04"
8580,"D20251024003998","20251024004494","2019-07-05","2023-10-12"
8581,"D20251024003998","20251024003836","2019-07-05","2023-10-12"
8582,"D20251024003999","20251024004494","2023-10-13",NULL
8583,"D20251024003999","20251024003836","2023-10-13","2025-10-24"
8584,"D20251024004000","20251024008494","2010-01-01","2014-02-09"
8585,"D20251024004000","20251024004065","2010-01-01","2014-02-09"
8586,"D20251024004001","20251024008494","2014-02-10","2016-07-29"
8587,"D20251024004001","20251024004065","2014-02-10","2016-07-29"
8588,"D20251024004002","20251024008494","2016-07-30","2017-12-22"
8589,"D20251024004002","20251024004065","2016-07-30","2017-12-22"
8590,"D20251024004003","20251024008494","2017-12-23","2020-03-12"
8591,"D20251024004003","20251024004065","2017-12-23","2020-03-12"
8592,"D20251024004004","20251024008494","2020-03-13","2021-07-06"
8593,"D20251024004004","20251024004065","2020-03-13","2021-07-06"
8594,"D20251024004005","20251024008494","2021-07-07","2024-12-18"
8595,"D20251024004005","20251024004065","2021-07-07","2024-12-18"
8596,"D20251024004006","20251024008494","2024-12-19",NULL
8597,"D20251024004006","20251024004065","2024-12-19",NULL
8598,"D20251024004007","20251024001737","2010-01-01","2011-10-23"
8599,"D20251024004007","20251024004787","2010-01-01","2011-10-23"
8600,"D20251024004007","20251024003949","2010-01-01","2011-10-23"
8601,"D20251024004008","20251024001737","2011-10-24","2016-01-31"
8602,"D20251024004008","20251024004787","2011-10-24","2016-01-31"
8603,"D20251024004008","20251024003949","2011-10-24","2016-01-31"
8604,"D20251024004009","20251024001737","2016-02-01","2017-05-26"
8605,"D20251024004009","20251024004787","2016-02-01","2017-05-26"
8606,"D20251024004009","20251024003949","2016-02-01","2017-05-26"
8607,"D20251024004010","20251024001737","2017-05-27","2022-01-01"
8608,"D20251024004010","20251024004787","2017-05-27","2022-01-01"
8609,"D20251024004010","20251024003949","2017-05-27","2022-01-01"
8610,"D20251024004011","20251024001737","2022-01-02","2023-06-26"
8611,"D20251024004011","20251024004787","2022-01-02","2023-06-26"
8612,"D20251024004011","20251024003949","2022-01-02","2023-06-26"
8613,"D20251024004012","20251024001737","2023-06-27",NULL
8614,"D20251024004012","20251024004787","2023-06-27",NULL
8615,"D20251024004012","20251024003949","2023-06-27","2025-10-24"
8616,"D20251024004013","20251024003615","2010-01-01","2012-11-16"
8617,"D20251024004014","20251024003615","2012-11-17","2014-05-11"
8618,"D20251024004015","20251024003615","2014-05-12","2016-12-27"
8619,"D20251024004016","20251024003615","2016-12-28","2020-09-08"
8620,"D20251024004017","20251024003615","2020-09-09","2023-11-23"
8621,"D20251024004018","20251024003615","2023-11-24","2025-10-24"
8622,"D20251024004019","20251024000669","2010-01-01","2012-11-16"
8623,"D20251024004020","20251024000669","2012-11-17","2014-05-11"
8624,"D20251024004021","20251024000669","2014-05-12","2017-11-22"
8625,"D20251024004022","20251024000669","2017-11-23","2021-07-05"
8626,"D20251024004023","20251024000669","2021-07-06","2024-05-21"
8627,"D20251024004024","20251024000669","2024-05-22",NULL
8628,"D20251024004025","20251024004297","2010-01-01","2011-07-25"
8629,"D20251024004025","20251024007742","2010-01-01","2011-07-25"
8630,"D20251024004025","20251024008776","2010-01-01","2011-07-25"
8631,"D20251024004026","20251024004297","2011-07-26","2014-08-09"
8632,"D20251024004026","20251024007742","2011-07-26","2014-08-09"
8633,"D20251024004026","20251024008776","2011-07-26","2014-08-09"
8634,"D20251024004027","20251024004297","2014-08-10","2018-04-21"
8635,"D20251024004027","20251024007742","2014-08-10","2018-04-21"
8636,"D20251024004027","20251024008776","2014-08-10","2018-04-21"
8637,"D20251024004028","20251024004297","2018-04-22","2021-01-06"
8638,"D20251024004028","20251024007742","2018-04-22","2021-01-06"
8639,"D20251024004028","20251024008776","2018-04-22","2021-01-06"
8640,"D20251024004029","20251024004297","2021-01-07","2024-05-21"
8641,"D20251024004029","20251024007742","2021-01-07","2024-05-21"
8642,"D20251024004029","20251024008776","2021-01-07","2024-05-21"
8643,"D20251024004030","20251024004297","2024-05-22","2025-08-15"
8644,"D20251024004030","20251024007742","2024-05-22","2025-08-15"
8645,"D20251024004030","20251024008776","2024-05-22","2025-08-15"
8646,"D20251024004031","20251024004297","2025-08-16",NULL
8647,"D20251024004031","20251024007742","2025-08-16","2025-10-24"
8648,"D20251024004031","20251024008776","2025-08-16",NULL
8649,"D20251024004032","20251024002321","2010-01-01","2011-09-23"
8650,"D20251024004032","20251024008675","2010-01-01","2011-09-23"
8651,"D20251024004032","20251024004858","2010-01-01","2011-09-23"
8652,"D20251024004032","20251024007344","2010-01-01","2011-09-23"
8653,"D20251024004033","20251024002321","2011-09-24","2015-01-06"
8654,"D20251024004033","20251024008675","2011-09-24","2015-01-06"
8655,"D20251024004033","20251024004858","2011-09-24","2015-01-06"
8656,"D20251024004033","20251024007344","2011-09-24","2015-01-06"
8657,"D20251024004034","20251024002321","2015-01-07","2018-11-17"
8658,"D20251024004034","20251024008675","2015-01-07","2018-11-17"
8659,"D20251024004034","20251024004858","2015-01-07","2018-11-17"
8660,"D20251024004034","20251024007344","2015-01-07","2018-11-17"
8661,"D20251024004035","20251024002321","2018-11-18","2023-04-26"
8662,"D20251024004035","20251024008675","2018-11-18","2023-04-26"
8663,"D20251024004035","20251024004858","2018-11-18","2023-04-26"
8664,"D20251024004035","20251024007344","2018-11-18","2023-04-26"
8665,"D20251024004036","20251024002321","2023-04-27",NULL
8666,"D20251024004036","20251024008675","2023-04-27",NULL
8667,"D20251024004036","20251024004858","2023-04-27",NULL
8668,"D20251024004036","20251024007344","2023-04-27",NULL
8669,"D20251024004037","20251024006397","2010-01-01","2012-03-21"
8670,"D20251024004038","20251024006397","2012-03-22","2016-07-29"
8671,"D20251024004039","20251024006397","2016-07-30","2018-09-18"
8672,"D20251024004040","20251024006397","2018-09-19","2022-05-01"
8673,"D20251024004041","20251024006397","2022-05-02","2025-05-16"
8674,"D20251024004042","20251024006397","2025-05-17",NULL
8675,"D20251024004043","20251024002301","2011-06-02","2013-09-19"
8676,"D20251024004043","20251024009832","2011-06-02","2013-09-19"
8677,"D20251024004043","20251024003649","2011-06-02","2013-09-19"
8678,"D20251024004044","20251024002301","2013-09-20","2015-06-12"
8679,"D20251024004044","20251024009832","2013-09-20","2015-06-12"
8680,"D20251024004044","20251024003649","2013-09-20","2015-06-12"
8681,"D20251024004045","20251024002301","2015-06-13","2016-10-05"
8682,"D20251024004045","20251024009832","2015-06-13","2016-10-05"
8683,"D20251024004045","20251024003649","2015-06-13","2016-10-05"
8684,"D20251024004046","20251024002301","2016-10-06","2018-09-26"
8685,"D20251024004046","20251024009832","2016-10-06","2018-09-26"
8686,"D20251024004046","20251024003649","2016-10-06","2018-09-26"
8687,"D20251024004047","20251024002301","2018-09-27","2019-09-22"
8688,"D20251024004047","20251024009832","2018-09-27","2019-09-22"
8689,"D20251024004047","20251024003649","2018-09-27","2019-09-22"
8690,"D20251024004048","20251024002301","2019-09-23","2022-02-09"
8691,"D20251024004048","20251024009832","2019-09-23","2022-02-09"
8692,"D20251024004048","20251024003649","2019-09-23","2022-02-09"
8693,"D20251024004049","20251024002301","2022-02-10",NULL
8694,"D20251024004049","20251024009832","2022-02-10",NULL
8695,"D20251024004049","20251024003649","2022-02-10",NULL
8696,"D20251024004050","20251024004345","2010-01-01","2013-07-14"
8697,"D20251024004051","20251024004345","2013-07-15","2016-06-29"
8698,"D20251024004052","20251024004345","2016-06-30","2020-12-06"
8699,"D20251024004053","20251024004345","2020-12-07","2024-02-20"
8700,"D20251024004054","20251024004345","2024-02-21",NULL
8701,"D20251024004055","20251024008695","2010-01-01","2013-12-11"
8702,"D20251024004056","20251024008695","2013-12-12","2015-10-03"
8703,"D20251024004057","20251024008695","2015-10-04","2019-06-15"
8704,"D20251024004058","20251024008695","2019-06-16","2022-07-30"
8705,"D20251024004059","20251024008695","2022-07-31","2024-05-21"
8706,"D20251024004060","20251024008695","2024-05-22",NULL
8707,"D20251024004061","20251024008464","2010-01-01","2012-06-19"
8708,"D20251024004061","20251024009721","2010-01-01","2012-06-19"
8709,"D20251024004061","20251024006824","2010-01-01","2012-06-19"
8710,"D20251024004062","20251024008464","2012-06-20","2015-05-06"
8711,"D20251024004062","20251024009721","2012-06-20","2015-05-06"
8712,"D20251024004062","20251024006824","2012-06-20","2015-05-06"
8713,"D20251024004063","20251024008464","2015-05-07","2018-11-17"
8714,"D20251024004063","20251024009721","2015-05-07","2018-11-17"
8715,"D20251024004063","20251024006824","2015-05-07","2018-11-17"
8716,"D20251024004064","20251024008464","2018-11-18","2023-06-25"
8717,"D20251024004064","20251024009721","2018-11-18","2023-06-25"
8718,"D20251024004064","20251024006824","2018-11-18","2023-06-25"
8719,"D20251024004065","20251024008464","2023-06-26",NULL
8720,"D20251024004065","20251024009721","2023-06-26",NULL
8721,"D20251024004065","20251024006824","2023-06-26",NULL
8722,"D20251024004066","20251024008685","2010-01-01","2013-11-11"
8723,"D20251024004066","20251024008614","2010-01-01","2013-11-11"
8724,"D20251024004067","20251024008685","2013-11-12","2015-06-05"
8725,"D20251024004067","20251024008614","2013-11-12","2015-06-05"
8726,"D20251024004068","20251024008685","2015-06-06","2019-03-17"
8727,"D20251024004068","20251024008614","2015-06-06","2019-03-17"
8728,"D20251024004069","20251024008685","2019-03-18","2023-06-25"
8729,"D20251024004069","20251024008614","2019-03-18","2023-06-25"
8730,"D20251024004070","20251024008685","2023-06-26",NULL
8731,"D20251024004070","20251024008614","2023-06-26",NULL
8732,"D20251024004071","20251024008427","2010-01-01","2013-09-12"
8733,"D20251024004072","20251024008427","2013-09-13","2015-06-05"
8734,"D20251024004073","20251024008427","2015-06-06","2019-04-16"
8735,"D20251024004074","20251024008427","2019-04-17","2023-09-23"
8736,"D20251024004075","20251024008427","2023-09-24",NULL
8737,"D20251024004076","20251024006534","2010-01-01","2011-10-23"
8738,"D20251024004077","20251024006534","2011-10-24","2014-04-11"
8739,"D20251024004078","20251024006534","2014-04-12","2018-11-17"
8740,"D20251024004079","20251024006534","2018-11-18","2022-08-29"
8741,"D20251024004080","20251024006534","2022-08-30",NULL
8742,"D20251024004081","20251024007713","2010-01-01","2013-02-14"
8743,"D20251024004082","20251024007713","2013-02-15","2017-05-25"
8744,"D20251024004083","20251024007713","2017-05-26","2022-03-01"
8745,"D20251024004084","20251024007713","2022-03-02","2024-04-20"
8746,"D20251024004085","20251024007713","2024-04-21",NULL
8747,"D20251024004086","20251024000769","2010-01-01","2012-01-21"
8748,"D20251024004086","20251024007189","2010-01-01","2012-01-21"
8749,"D20251024004086","20251024007947","2010-01-01","2012-01-21"
8750,"D20251024004086","20251024002923","2010-01-01","2012-01-21"
8751,"D20251024004087","20251024000769","2012-01-22","2015-01-06"
8752,"D20251024004087","20251024007189","2012-01-22","2015-01-06"
8753,"D20251024004087","20251024007947","2012-01-22","2015-01-06"
8754,"D20251024004087","20251024002923","2012-01-22","2015-01-06"
8755,"D20251024004088","20251024000769","2015-01-07","2019-03-17"
8756,"D20251024004088","20251024007189","2015-01-07","2019-03-17"
8757,"D20251024004088","20251024007947","2015-01-07","2019-03-17"
8758,"D20251024004088","20251024002923","2015-01-07","2019-03-17"
8759,"D20251024004089","20251024000769","2019-03-18","2023-04-26"
8760,"D20251024004089","20251024007189","2019-03-18","2023-04-26"
8761,"D20251024004089","20251024007947","2019-03-18","2023-04-26"
8762,"D20251024004089","20251024002923","2019-03-18","2023-04-26"
8763,"D20251024004090","20251024000769","2023-04-27","2024-06-20"
8764,"D20251024004090","20251024007189","2023-04-27","2024-06-20"
8765,"D20251024004090","20251024007947","2023-04-27","2024-06-20"
8766,"D20251024004090","20251024002923","2023-04-27","2024-06-20"
8767,"D20251024004091","20251024000769","2024-06-21","2025-10-24"
8768,"D20251024004091","20251024007189","2024-06-21","2025-10-24"
8769,"D20251024004091","20251024007947","2024-06-21",NULL
8770,"D20251024004091","20251024002923","2024-06-21",NULL
8771,"D20251024004092","20251024005638","2016-07-28","2020-08-06"
8772,"D20251024004092","20251024009709","2016-07-28","2020-08-06"
8773,"D20251024004092","20251024007679","2016-07-28","2020-08-06"
8774,"D20251024004092","20251024004135","2016-07-28","2020-08-06"
8775,"D20251024004093","20251024005638","2020-08-07","2024-03-19"
8776,"D20251024004093","20251024009709","2020-08-07","2024-03-19"
8777,"D20251024004093","20251024007679","2020-08-07","2024-03-19"
8778,"D20251024004093","20251024004135","2020-08-07","2024-03-19"
8779,"D20251024004094","20251024005638","2024-03-20",NULL
8780,"D20251024004094","20251024009709","2024-03-20","2025-10-24"
8781,"D20251024004094","20251024007679","2024-03-20",NULL
8782,"D20251024004094","20251024004135","2024-03-20",NULL
8783,"D20251024004095","20251024003456","2010-01-01","2012-07-19"
8784,"D20251024004095","20251024005492","2010-01-01","2012-07-19"
8785,"D20251024004095","20251024008443","2010-01-01","2012-07-19"
8786,"D20251024004096","20251024003456","2012-07-20","2016-12-26"
8787,"D20251024004096","20251024005492","2012-07-20","2016-12-26"
8788,"D20251024004096","20251024008443","2012-07-20","2016-12-26"
8789,"D20251024004097","20251024003456","2016-12-27","2018-06-20"
8790,"D20251024004097","20251024005492","2016-12-27","2018-06-20"
8791,"D20251024004097","20251024008443","2016-12-27","2018-06-20"
8792,"D20251024004098","20251024003456","2018-06-21","2022-09-28"
8793,"D20251024004098","20251024005492","2018-06-21","2022-09-28"
8794,"D20251024004098","20251024008443","2018-06-21","2022-09-28"
8795,"D20251024004099","20251024003456","2022-09-29","2025-02-15"
8796,"D20251024004099","20251024005492","2022-09-29","2025-02-15"
8797,"D20251024004099","20251024008443","2022-09-29","2025-02-15"
8798,"D20251024004100","20251024003456","2025-02-16",NULL
8799,"D20251024004100","20251024005492","2025-02-16",NULL
8800,"D20251024004100","20251024008443","2025-02-16",NULL
8801,"D20251024004101","20251024008839","2010-01-01","2012-04-20"
8802,"D20251024004102","20251024008839","2012-04-21","2016-01-31"
8803,"D20251024004103","20251024008839","2016-02-01","2018-02-20"
8804,"D20251024004104","20251024008839","2018-02-21","2022-08-29"
8805,"D20251024004105","20251024008839","2022-08-30",NULL
8806,"D20251024004106","20251024008595","2010-01-01","2014-12-06"
8807,"D20251024004106","20251024002070","2010-01-01","2014-12-06"
8808,"D20251024004106","20251024006596","2010-01-01","2014-12-06"
8809,"D20251024004107","20251024008595","2014-12-07","2018-07-19"
8810,"D20251024004107","20251024002070","2014-12-07","2018-07-19"
8811,"D20251024004107","20251024006596","2014-12-07","2018-07-19"
8812,"D20251024004108","20251024008595","2018-07-20","2021-10-02"
8813,"D20251024004108","20251024002070","2018-07-20","2021-10-02"
8814,"D20251024004108","20251024006596","2018-07-20","2021-10-02"
8815,"D20251024004109","20251024008595","2021-10-03","2025-07-14"
8816,"D20251024004109","20251024002070","2021-10-03","2025-07-14"
8817,"D20251024004109","20251024006596","2021-10-03","2025-07-14"
8818,"D20251024004110","20251024008595","2025-07-15",NULL
8819,"D20251024004110","20251024002070","2025-07-15",NULL
8820,"D20251024004110","20251024006596","2025-07-15",NULL
8821,"D20251024004111","20251024009358","2010-01-01","2013-02-14"
8822,"D20251024004111","20251024001075","2010-01-01","2013-02-14"
8823,"D20251024004111","20251024004230","2010-01-01","2013-02-14"
8824,"D20251024004111","20251024007624","2010-01-01","2013-02-14"
8825,"D20251024004112","20251024009358","2013-02-15","2015-05-06"
8826,"D20251024004112","20251024001075","2013-02-15","2015-05-06"
8827,"D20251024004112","20251024004230","2013-02-15","2015-05-06"
8828,"D20251024004112","20251024007624","2013-02-15","2015-05-06"
8829,"D20251024004113","20251024009358","2015-05-07","2020-02-10"
8830,"D20251024004113","20251024001075","2015-05-07","2020-02-10"
8831,"D20251024004113","20251024004230","2015-05-07","2020-02-10"
8832,"D20251024004113","20251024007624","2015-05-07","2020-02-10"
8833,"D20251024004114","20251024009358","2020-02-11","2021-09-03"
8834,"D20251024004114","20251024001075","2020-02-11","2021-09-03"
8835,"D20251024004114","20251024004230","2020-02-11","2021-09-03"
8836,"D20251024004114","20251024007624","2020-02-11","2021-09-03"
8837,"D20251024004115","20251024009358","2021-09-04","2022-12-28"
8838,"D20251024004115","20251024001075","2021-09-04","2022-12-28"
8839,"D20251024004115","20251024004230","2021-09-04","2022-12-28"
8840,"D20251024004115","20251024007624","2021-09-04","2022-12-28"
8841,"D20251024004116","20251024009358","2022-12-29",NULL
8842,"D20251024004116","20251024001075","2022-12-29",NULL
8843,"D20251024004116","20251024004230","2022-12-29",NULL
8844,"D20251024004116","20251024007624","2022-12-29",NULL
8845,"D20251024004117","20251024004641","2010-01-01","2014-11-06"
8846,"D20251024004117","20251024008696","2010-01-01","2014-11-06"
8847,"D20251024004118","20251024004641","2014-11-07","2016-12-26"
8848,"D20251024004118","20251024008696","2014-11-07","2016-12-26"
8849,"D20251024004119","20251024004641","2016-12-27","2019-05-16"
8850,"D20251024004119","20251024008696","2016-12-27","2019-05-16"
8851,"D20251024004120","20251024004641","2019-05-17","2020-06-10"
8852,"D20251024004120","20251024008696","2019-05-17","2020-06-10"
8853,"D20251024004121","20251024004641","2020-06-11","2023-10-24"
8854,"D20251024004121","20251024008696","2020-06-11","2023-10-24"
8855,"D20251024004122","20251024004641","2023-10-25",NULL
8856,"D20251024004122","20251024008696","2023-10-25",NULL
8857,"D20251024004123","20251024004347","2010-01-01","2012-04-20"
8858,"D20251024004124","20251024004347","2012-04-21","2013-11-12"
8859,"D20251024004125","20251024004347","2013-11-13","2015-11-03"
8860,"D20251024004126","20251024004347","2015-11-04","2019-10-14"
8861,"D20251024004127","20251024004347","2019-10-15","2022-12-28"
8862,"D20251024004128","20251024004347","2022-12-29",NULL
8863,"D20251024004129","20251024001912","2010-01-01","2014-11-06"
8864,"D20251024004129","20251024003597","2010-01-01","2014-11-06"
8865,"D20251024004130","20251024001912","2014-11-07","2015-11-02"
8866,"D20251024004130","20251024003597","2014-11-07","2015-11-02"
8867,"D20251024004131","20251024001912","2015-11-03","2017-06-25"
8868,"D20251024004131","20251024003597","2015-11-03","2017-06-25"
8869,"D20251024004132","20251024001912","2017-06-26","2018-07-21"
8870,"D20251024004132","20251024003597","2017-06-26","2018-07-21"
8871,"D20251024004133","20251024001912","2018-07-22","2022-01-02"
8872,"D20251024004133","20251024003597","2018-07-22","2022-01-02"
8873,"D20251024004134","20251024001912","2022-01-03","2024-10-19"
8874,"D20251024004134","20251024003597","2022-01-03","2024-10-19"
8875,"D20251024004135","20251024001912","2024-10-20",NULL
8876,"D20251024004135","20251024003597","2024-10-20",NULL
8877,"D20251024004136","20251024007065","2010-01-01","2011-07-25"
8878,"D20251024004136","20251024001860","2010-01-01","2011-07-25"
8879,"D20251024004136","20251024007500","2010-01-01","2011-07-25"
8880,"D20251024004136","20251024005057","2010-01-01","2011-07-25"
8881,"D20251024004137","20251024007065","2011-07-26","2014-01-11"
8882,"D20251024004137","20251024001860","2011-07-26","2014-01-11"
8883,"D20251024004137","20251024007500","2011-07-26","2014-01-11"
8884,"D20251024004137","20251024005057","2011-07-26","2014-01-11"
8885,"D20251024004138","20251024007065","2014-01-12","2015-10-04"
8886,"D20251024004138","20251024001860","2014-01-12","2015-10-04"
8887,"D20251024004138","20251024007500","2014-01-12","2015-10-04"
8888,"D20251024004138","20251024005057","2014-01-12","2015-10-04"
8889,"D20251024004139","20251024007065","2015-10-05","2018-08-20"
8890,"D20251024004139","20251024001860","2015-10-05","2018-08-20"
8891,"D20251024004139","20251024007500","2015-10-05","2018-08-20"
8892,"D20251024004139","20251024005057","2015-10-05","2018-08-20"
8893,"D20251024004140","20251024007065","2018-08-21","2021-11-17"
8894,"D20251024004140","20251024001860","2018-08-21",NULL
8895,"D20251024004140","20251024007500","2018-08-21",NULL
8896,"D20251024004140","20251024005057","2018-08-21",NULL
8897,"D20251024004141","20251024003230","2010-01-01","2013-10-12"
8898,"D20251024004142","20251024003230","2013-10-13","2016-03-31"
8899,"D20251024004143","20251024003230","2016-04-01","2020-04-10"
8900,"D20251024004144","20251024003230","2020-04-11","2023-10-23"
8901,"D20251024004145","20251024003230","2023-10-24",NULL
8902,"D20251024004146","20251024003854","2010-01-01","2014-05-10"
8903,"D20251024004146","20251024003037","2010-01-01","2014-05-10"
8904,"D20251024004146","20251024001968","2010-01-01","2014-05-10"
8905,"D20251024004146","20251024007210","2010-01-01","2014-05-10"
8906,"D20251024004147","20251024003854","2014-05-11","2018-08-18"
8907,"D20251024004147","20251024003037","2014-05-11","2018-08-18"
8908,"D20251024004147","20251024001968","2014-05-11","2018-08-18"
8909,"D20251024004147","20251024007210","2014-05-11","2018-08-18"
8910,"D20251024004148","20251024003854","2018-08-19","2021-12-01"
8911,"D20251024004148","20251024003037","2018-08-19","2021-12-01"
8912,"D20251024004148","20251024001968","2018-08-19","2021-12-01"
8913,"D20251024004148","20251024007210","2018-08-19","2021-12-01"
8914,"D20251024004149","20251024003854","2021-12-02","2022-11-27"
8915,"D20251024004149","20251024003037","2021-12-02","2022-11-27"
8916,"D20251024004149","20251024001968","2021-12-02","2022-11-27"
8917,"D20251024004149","20251024007210","2021-12-02","2022-11-27"
8918,"D20251024004150","20251024003854","2022-11-28",NULL
8919,"D20251024004150","20251024003037","2022-11-28",NULL
8920,"D20251024004150","20251024001968","2022-11-28",NULL
8921,"D20251024004150","20251024007210","2022-11-28",NULL
8922,"D20251024004151","20251024001891","2010-01-01","2011-12-22"
8923,"D20251024004151","20251024006486","2010-01-01","2011-12-22"
8924,"D20251024004152","20251024001891","2011-12-23","2013-01-16"
8925,"D20251024004152","20251024006486","2011-12-23","2013-01-16"
8926,"D20251024004153","20251024001891","2013-01-17","2017-11-22"
8927,"D20251024004153","20251024006486","2013-01-17","2017-11-22"
8928,"D20251024004154","20251024001891","2017-11-23","2020-10-08"
8929,"D20251024004154","20251024006486","2017-11-23","2020-10-08"
8930,"D20251024004155","20251024001891","2020-10-09","2025-09-13"
8931,"D20251024004155","20251024006486","2020-10-09","2025-09-13"
8932,"D20251024004156","20251024001891","2025-09-14",NULL
8933,"D20251024004156","20251024006486","2025-09-14",NULL
8934,"D20251024004157","20251024009161","2010-01-01","2011-04-26"
8935,"D20251024004158","20251024009161","2011-04-27","2014-07-10"
8936,"D20251024004159","20251024009161","2014-07-11","2016-12-27"
8937,"D20251024004160","20251024009161","2016-12-28","2019-05-17"
8938,"D20251024004161","20251024009161","2019-05-18","2021-11-03"
8939,"D20251024004162","20251024009161","2021-11-04","2024-11-18"
8940,"D20251024004163","20251024009161","2024-11-19",NULL
8941,"D20251024004164","20251024002421","2013-06-25","2016-05-10"
8942,"D20251024004164","20251024000818","2013-06-25","2016-05-10"
8943,"D20251024004164","20251024004932","2013-06-25","2016-05-10"
8944,"D20251024004165","20251024002421","2016-05-11","2019-07-25"
8945,"D20251024004165","20251024000818","2016-05-11","2019-07-25"
8946,"D20251024004165","20251024004932","2016-05-11","2019-07-25"
8947,"D20251024004166","20251024002421","2019-07-26","2020-11-17"
8948,"D20251024004166","20251024000818","2019-07-26","2020-11-17"
8949,"D20251024004166","20251024004932","2019-07-26","2020-11-17"
8950,"D20251024004167","20251024002421","2020-11-18","2024-06-30"
8951,"D20251024004167","20251024000818","2020-11-18","2024-06-30"
8952,"D20251024004167","20251024004932","2020-11-18","2024-06-30"
8953,"D20251024004168","20251024002421","2024-07-01",NULL
8954,"D20251024004168","20251024000818","2024-07-01",NULL
8955,"D20251024004168","20251024004932","2024-07-01",NULL
8956,"D20251024004169","20251024007968","2010-01-01","2012-12-16"
8957,"D20251024004170","20251024007968","2012-12-17","2015-04-06"
8958,"D20251024004171","20251024007968","2015-04-07","2020-03-11"
8959,"D20251024004172","20251024007968","2020-03-12","2021-03-07"
8960,"D20251024004173","20251024007968","2021-03-08","2024-06-20"
8961,"D20251024004174","20251024007968","2024-06-21",NULL
8962,"D20251024004175","20251024000055","2010-01-01","2014-07-09"
8963,"D20251024004175","20251024000867","2010-01-01","2014-07-09"
8964,"D20251024004175","20251024005455","2010-01-01","2014-07-09"
8965,"D20251024004175","20251024009461","2010-01-01","2014-07-09"
8966,"D20251024004176","20251024000055","2014-07-10","2015-08-04"
8967,"D20251024004176","20251024000867","2014-07-10","2015-08-04"
8968,"D20251024004176","20251024005455","2014-07-10","2015-08-04"
8969,"D20251024004176","20251024009461","2014-07-10","2015-08-04"
8970,"D20251024004177","20251024000055","2015-08-05","2019-07-15"
8971,"D20251024004177","20251024000867","2015-08-05","2019-07-15"
8972,"D20251024004177","20251024005455","2015-08-05","2019-07-15"
8973,"D20251024004177","20251024009461","2015-08-05","2019-07-15"
8974,"D20251024004178","20251024000055","2019-07-16","2023-11-22"
8975,"D20251024004178","20251024000867","2019-07-16","2023-11-22"
8976,"D20251024004178","20251024005455","2019-07-16","2023-11-22"
8977,"D20251024004178","20251024009461","2019-07-16","2023-11-22"
8978,"D20251024004179","20251024000055","2023-11-23",NULL
8979,"D20251024004179","20251024000867","2023-11-23",NULL
8980,"D20251024004179","20251024005455","2023-11-23",NULL
8981,"D20251024004179","20251024009461","2023-11-23",NULL
8982,"D20251024004180","20251024002129","2010-01-01","2012-10-17"
8983,"D20251024004181","20251024002129","2012-10-18","2016-12-26"
8984,"D20251024004182","20251024002129","2016-12-27","2020-10-07"
8985,"D20251024004183","20251024002129","2020-10-08","2025-01-15"
8986,"D20251024004184","20251024002129","2025-01-16",NULL
8987,"D20251024004185","20251024000012","2010-01-01","2011-05-26"
8988,"D20251024004185","20251024001880","2010-01-01","2011-05-26"
8989,"D20251024004185","20251024002778","2010-01-01","2011-05-26"
8990,"D20251024004185","20251024006180","2010-01-01","2011-05-26"
8991,"D20251024004186","20251024000012","2011-05-27","2013-08-14"
8992,"D20251024004186","20251024001880","2011-05-27","2013-08-14"
8993,"D20251024004186","20251024002778","2011-05-27","2013-08-14"
8994,"D20251024004186","20251024006180","2011-05-27","2013-08-14"
8995,"D20251024004187","20251024000012","2013-08-15","2017-02-25"
8996,"D20251024004187","20251024001880","2013-08-15","2017-02-25"
8997,"D20251024004187","20251024002778","2013-08-15","2017-02-25"
8998,"D20251024004187","20251024006180","2013-08-15","2017-02-25"
8999,"D20251024004188","20251024000012","2017-02-26","2021-01-06"
9000,"D20251024004188","20251024001880","2017-02-26","2021-01-06"
9001,"D20251024004188","20251024002778","2017-02-26","2021-01-06"
9002,"D20251024004188","20251024006180","2017-02-26","2021-01-06"
9003,"D20251024004189","20251024000012","2021-01-07","2022-08-30"
9004,"D20251024004189","20251024001880","2021-01-07","2022-08-30"
9005,"D20251024004189","20251024002778","2021-01-07","2022-08-30"
9006,"D20251024004189","20251024006180","2021-01-07","2022-08-30"
9007,"D20251024004190","20251024000012","2022-08-31","2023-11-24"
9008,"D20251024004190","20251024001880","2022-08-31","2023-11-24"
9009,"D20251024004190","20251024002778","2022-08-31","2023-11-24"
9010,"D20251024004190","20251024006180","2022-08-31","2023-11-24"
9011,"D20251024004191","20251024000012","2023-11-25","2025-01-18"
9012,"D20251024004191","20251024001880","2023-11-25","2025-01-18"
9013,"D20251024004191","20251024002778","2023-11-25","2025-01-18"
