"id","numero_individu","permis","date_debut","date_fin"
1800,"20251024002310","B","2022-12-29",NULL
1801,"20251024002311","B","2016-08-21",NULL
1802,"20251024002314","B","2022-07-07",NULL
1803,"20251024002316","B","2021-01-03",NULL
1804,"20251024002317","C","2017-09-14",NULL
1805,"20251024002318","B","2003-03-10",NULL
1806,"20251024002321","B","2024-09-29",NULL
1807,"20251024002323","C","1987-11-25",NULL
1808,"20251024002324","C","2020-12-21",NULL
1809,"20251024002325","C","1998-04-03",NULL
1810,"20251024002326","B","1989-08-17",NULL
1811,"20251024002327","C","1953-11-19",NULL
1812,"20251024002328","C","2024-09-18",NULL
1813,"20251024002330","C","2012-08-07",NULL
1814,"20251024002331","C","1998-06-02",NULL
1815,"20251024002332","B","2013-06-30",NULL
1816,"20251024002333","B","2019-07-20",NULL
1817,"20251024002334","G","2023-08-21",NULL
1818,"20251024002335","B","2023-03-31",NULL
1819,"20251024002336","L","2023-03-21",NULL
1820,"20251024002337","C","1993-10-22",NULL
1821,"20251024002338","C","2018-07-19",NULL
1822,"20251024002340","L","2002-06-13",NULL
1823,"20251024002341","B","1983-11-30",NULL
1824,"20251024002342","C","2024-01-02",NULL
1825,"20251024002344","C","2019-06-29",NULL
1826,"20251024002345","S","2006-02-19",NULL
1827,"20251024002347","G","1983-06-05",NULL
1828,"20251024002348","C","1992-05-04",NULL
1829,"20251024002349","C","2019-08-06",NULL
1830,"20251024002350","C","2012-10-27",NULL
1831,"20251024002353","F","1948-11-13",NULL
1832,"20251024002355","G","2003-03-21",NULL
1833,"20251024002357","C","2016-11-18",NULL
1834,"20251024002358","C","2018-09-25",NULL
1835,"20251024002359","B","1973-05-28",NULL
1836,"20251024002360","B","1970-10-03",NULL
1837,"20251024002361","C","2003-01-12",NULL
1838,"20251024002362","C","1991-11-02",NULL
1839,"20251024002363","B","2013-12-29",NULL
1840,"20251024002364","C","2017-08-10",NULL
1841,"20251024002365","C","2024-08-30",NULL
1842,"20251024002366","B","2022-10-19",NULL
1843,"20251024002367","B","1967-08-20",NULL
1844,"20251024002369","B","1992-07-10",NULL
1845,"20251024002371","B","1995-12-08",NULL
1846,"20251024002372","B","2022-04-14",NULL
1847,"20251024002373","G","2000-09-11",NULL
1848,"20251024002374","C","1991-01-28",NULL
1849,"20251024002375","C","2024-05-01",NULL
1850,"20251024002376","B","2024-07-25",NULL
1851,"20251024002377","G","1941-12-17",NULL
1852,"20251024002378","B","2007-10-25",NULL
1853,"20251024002380","G","2008-07-28",NULL
1854,"20251024002381","L","2015-05-11",NULL
1855,"20251024002382","B","2022-07-31",NULL
1856,"20251024002383","C","2012-03-23",NULL
1857,"20251024002385","B","2022-10-24",NULL
1858,"20251024002387","G","2024-09-11",NULL
1859,"20251024002388","B","1973-04-02",NULL
1860,"20251024002391","B","2022-05-27",NULL
1861,"20251024002394","C","1999-11-14",NULL
1862,"20251024002396","B","2010-05-06",NULL
1863,"20251024002398","C","2023-11-05",NULL
1864,"20251024002399","C","2010-07-02",NULL
1865,"20251024002400","B","2022-07-16",NULL
1866,"20251024002401","B","1975-06-18",NULL
1867,"20251024002402","L","1999-08-16",NULL
1868,"20251024002403","C","1996-12-31",NULL
1869,"20251024002404","L","2015-02-10",NULL
1870,"20251024002405","B","2013-01-12",NULL
1871,"20251024002407","B","2021-05-08",NULL
1872,"20251024002408","B","1982-01-11",NULL
1873,"20251024002409","C","1951-03-11",NULL
1874,"20251024002411","G","2017-12-08",NULL
1875,"20251024002412","C","1946-05-07",NULL
1876,"20251024002413","G","1996-12-06","1997-12-01"
1877,"20251024002413","B","1997-12-02",NULL
1878,"20251024002414","S","1996-12-23",NULL
1879,"20251024002416","B","1992-07-06",NULL
1880,"20251024002417","L","2012-11-09",NULL
1881,"20251024002418","G","1999-02-04",NULL
1882,"20251024002419","S","2021-09-27",NULL
1883,"20251024002420","C","2019-10-09",NULL
1884,"20251024002422","B","1954-09-01",NULL
1885,"20251024002423","C","1974-01-10",NULL
1886,"20251024002424","S","2021-10-31",NULL
1887,"20251024002427","L","2020-01-24",NULL
1888,"20251024002428","B","2014-03-05",NULL
1889,"20251024002429","C","1995-03-15",NULL
1890,"20251024002430","B","1967-07-14",NULL
1891,"20251024002431","G","2020-12-12",NULL
1892,"20251024002432","C","2017-09-15",NULL
1893,"20251024002434","F","2024-05-21",NULL
1894,"20251024002435","B","1946-08-02",NULL
1895,"20251024002436","B","2010-09-26",NULL
1896,"20251024002437","C","1983-03-24",NULL
1897,"20251024002438","C","1987-07-04",NULL
1898,"20251024002440","C","2021-03-18",NULL
1899,"20251024002442","N","1981-05-12",NULL
1900,"20251024002443","C","2003-10-28",NULL
1901,"20251024002445","G","2022-10-09",NULL
1902,"20251024002447","G","2003-12-09",NULL
1903,"20251024002448","B","2024-10-01",NULL
1904,"20251024002449","B","2024-07-12",NULL
1905,"20251024002450","G","2024-03-07",NULL
1906,"20251024002451","C","2013-05-01",NULL
1907,"20251024002452","S","2022-06-18",NULL
1908,"20251024002453","B","2016-10-29",NULL
1909,"20251024002454","C","2022-03-21",NULL
1910,"20251024002456","B","2020-07-02",NULL
1911,"20251024002457","C","2024-06-02",NULL
1912,"20251024002458","B","2007-10-10",NULL
1913,"20251024002459","C","2008-08-04",NULL
1914,"20251024002460","C","2024-06-26",NULL
1915,"20251024002461","B","1993-07-19",NULL
1916,"20251024002462","B","1967-10-16",NULL
1917,"20251024002465","C","2019-11-15",NULL
1918,"20251024002466","C","1992-02-03",NULL
1919,"20251024002467","C","2003-06-04",NULL
1920,"20251024002468","C","2023-07-20",NULL
1921,"20251024002469","G","1963-06-10",NULL
1922,"20251024002470","C","2024-09-26",NULL
1923,"20251024002472","B","2007-11-05",NULL
1924,"20251024002473","L","2014-08-06",NULL
1925,"20251024002475","B","2001-03-16",NULL
1926,"20251024002476","B","2005-09-25",NULL
1927,"20251024002477","C","1964-02-14",NULL
1928,"20251024002478","B","2013-12-08",NULL
1929,"20251024002479","N","2006-08-20",NULL
1930,"20251024002481","B","2011-08-19",NULL
1931,"20251024002482","B","2024-12-16",NULL
1932,"20251024002483","B","2021-12-05",NULL
1933,"20251024002486","G","2019-04-28",NULL
1934,"20251024002487","G","2024-10-26",NULL
1935,"20251024002488","L","2023-04-01",NULL
1936,"20251024002489","B","1994-07-15",NULL
1937,"20251024002490","C","1972-08-23",NULL
1938,"20251024002491","C","1990-01-12",NULL
1939,"20251024002492","L","2008-12-25",NULL
1940,"20251024002493","F","2022-08-08",NULL
1941,"20251024002494","B","2006-05-30",NULL
1942,"20251024002495","G","1975-07-21","1976-07-15"
1943,"20251024002496","G","1999-03-14","2000-03-08"
1944,"20251024002496","B","2000-03-09",NULL
1945,"20251024002498","L","2024-05-19",NULL
1946,"20251024002502","B","1966-04-19",NULL
1947,"20251024002503","L","1990-01-03",NULL
1948,"20251024002504","G","1989-09-06",NULL
1949,"20251024002505","B","2011-03-05",NULL
1950,"20251024002506","B","1997-09-15",NULL
1951,"20251024002507","G","1968-12-08",NULL
1952,"20251024002508","C","1968-11-28",NULL
1953,"20251024002509","F","1996-09-17",NULL
1954,"20251024002510","F","2009-10-09",NULL
1955,"20251024002511","B","1982-03-26",NULL
1956,"20251024002512","C","2020-08-08",NULL
1957,"20251024002514","N","2021-04-17",NULL
1958,"20251024002516","G","1943-05-09",NULL
1959,"20251024002520","B","2007-07-03",NULL
1960,"20251024002521","L","1982-12-09","1983-10-05"
1961,"20251024002521","G","1983-10-06",NULL
1962,"20251024002522","C","2020-12-17",NULL
1963,"20251024002524","C","1996-02-24",NULL
1964,"20251024002525","B","2007-06-08",NULL
1965,"20251024002527","C","2002-04-03",NULL
1966,"20251024002529","G","2019-12-15",NULL
1967,"20251024002530","B","2019-09-19",NULL
1968,"20251024002531","B","2016-02-06",NULL
1969,"20251024002532","B","1976-03-26",NULL
1970,"20251024002535","B","2022-02-13",NULL
1971,"20251024002536","B","1970-10-27",NULL
1972,"20251024002537","B","1973-11-06",NULL
1973,"20251024002539","F","1994-01-25",NULL
1974,"20251024002540","C","1962-06-07",NULL
1975,"20251024002541","G","2022-01-02",NULL
1976,"20251024002542","C","2023-06-07",NULL
1977,"20251024002543","G","1979-10-03",NULL
1978,"20251024002544","C","1958-10-20",NULL
1979,"20251024002545","F","2020-01-22",NULL
1980,"20251024002546","C","1968-04-18",NULL
1981,"20251024002547","G","2024-02-16",NULL
1982,"20251024002548","B","1990-10-27",NULL
1983,"20251024002550","C","2006-07-07",NULL
1984,"20251024002551","B","2022-08-24",NULL
1985,"20251024002552","S","2006-02-28",NULL
1986,"20251024002553","C","2024-11-17",NULL
1987,"20251024002554","C","2006-12-18",NULL
1988,"20251024002555","C","2020-01-29",NULL
1989,"20251024002556","C","2013-04-21",NULL
1990,"20251024002557","B","2022-08-04",NULL
1991,"20251024002560","F","2019-12-05",NULL
1992,"20251024002561","G","2016-12-06",NULL
1993,"20251024002562","B","1998-02-07",NULL
1994,"20251024002564","C","1998-06-07",NULL
1995,"20251024002565","L","2024-12-27",NULL
1996,"20251024002566","B","2021-11-30",NULL
1997,"20251024002567","B","2022-12-01",NULL
1998,"20251024002568","B","1949-03-13",NULL
1999,"20251024002569","G","2014-08-31",NULL
2000,"20251024002570","B","2014-04-06",NULL
2001,"20251024002571","L","2024-10-23",NULL
2002,"20251024002572","B","1997-01-04",NULL
2003,"20251024002574","C","1985-02-16",NULL
2004,"20251024002577","G","2007-04-24",NULL
2005,"20251024002580","B","2016-08-12",NULL
2006,"20251024002581","G","2012-06-25",NULL
2007,"20251024002583","C","1994-07-09",NULL
2008,"20251024002584","B","1983-06-03",NULL
2009,"20251024002585","G","1977-06-22",NULL
2010,"20251024002587","B","1979-09-11",NULL
2011,"20251024002588","C","2019-05-21",NULL
2012,"20251024002590","F","1990-06-27","1993-01-12"
2013,"20251024002590","C","1993-01-13",NULL
2014,"20251024002591","L","2022-08-06",NULL
2015,"20251024002592","C","1991-07-04",NULL
2016,"20251024002593","C","2010-12-22",NULL
2017,"20251024002594","B","1978-12-10",NULL
2018,"20251024002595","B","1958-01-13",NULL
2019,"20251024002596","B","1963-09-04",NULL
2020,"20251024002597","G","2022-02-10",NULL
2021,"20251024002598","B","2016-05-11",NULL
2022,"20251024002599","C","1993-04-20",NULL
2023,"20251024002601","N","2010-10-01",NULL
2024,"20251024002602","B","2024-05-16",NULL
2025,"20251024002603","C","2002-01-20",NULL
2026,"20251024002605","B","1965-10-28",NULL
2027,"20251024002606","G","1946-01-06",NULL
2028,"20251024002607","G","2020-05-01",NULL
2029,"20251024002608","B","2002-03-04",NULL
2030,"20251024002609","C","1995-05-07",NULL
2031,"20251024002610","C","2021-08-13",NULL
2032,"20251024002611","L","1972-02-20",NULL
2033,"20251024002613","F","2006-08-31",NULL
2034,"20251024002615","B","2017-07-17",NULL
2035,"20251024002616","C","2021-03-09",NULL
2036,"20251024002617","B","2010-11-09",NULL
2037,"20251024002618","B","1978-03-14",NULL
2038,"20251024002620","B","1965-12-07",NULL
2039,"20251024002621","G","1960-02-22",NULL
2040,"20251024002622","C","2017-07-05",NULL
2041,"20251024002623","B","1994-01-17",NULL
2042,"20251024002625","G","2018-01-10",NULL
2043,"20251024002626","B","1977-06-25",NULL
2044,"20251024002627","B","2019-06-12",NULL
2045,"20251024002628","B","2007-05-05",NULL
2046,"20251024002629","C","1975-03-03",NULL
2047,"20251024002630","C","2019-06-02",NULL
2048,"20251024002633","F","2019-11-13",NULL
2049,"20251024002634","B","1979-02-06","1983-04-16"
2050,"20251024002634","C","1983-04-17",NULL
2051,"20251024002637","C","1988-08-21",NULL
2052,"20251024002638","S","1991-05-14",NULL
2053,"20251024002639","C","2023-05-08",NULL
2054,"20251024002640","B","2015-02-06",NULL
2055,"20251024002641","F","2008-09-17",NULL
2056,"20251024002642","B","2019-03-12",NULL
2057,"20251024002644","C","2017-03-24",NULL
2058,"20251024002646","C","1963-03-12",NULL
2059,"20251024002647","S","2018-04-10",NULL
2060,"20251024002649","B","1967-05-02",NULL
2061,"20251024002652","B","1952-08-07",NULL
2062,"20251024002653","B","2004-07-26",NULL
2063,"20251024002654","B","1979-11-11",NULL
2064,"20251024002655","C","2000-11-18",NULL
2065,"20251024002657","C","1961-04-03",NULL
2066,"20251024002658","C","2023-06-13",NULL
2067,"20251024002659","C","2013-05-08",NULL
2068,"20251024002660","B","2009-12-30",NULL
2069,"20251024002661","C","1979-10-17",NULL
2070,"20251024002663","C","2021-11-07",NULL
2071,"20251024002664","C","1987-07-12",NULL
2072,"20251024002665","B","1974-07-22","1979-03-28"
2073,"20251024002665","C","1979-03-29",NULL
2074,"20251024002667","B","2009-01-29",NULL
2075,"20251024002668","L","2024-06-20","2025-04-16"
2076,"20251024002668","G","2025-04-17",NULL
2077,"20251024002669","G","2004-04-23",NULL
2078,"20251024002670","B","2004-05-20",NULL
2079,"20251024002671","G","2002-11-27","2003-11-22"
2080,"20251024002672","C","2017-03-15",NULL
2081,"20251024002673","L","1994-01-06",NULL
2082,"20251024002674","C","1944-05-01",NULL
2083,"20251024002675","N","1980-06-11",NULL
2084,"20251024002676","B","2003-07-13",NULL
2085,"20251024002678","C","2024-03-03",NULL
2086,"20251024002679","C","1998-11-27",NULL
2087,"20251024002681","C","2021-08-23",NULL
2088,"20251024002682","B","2008-04-16",NULL
2089,"20251024002684","C","1997-11-25",NULL
2090,"20251024002685","C","2013-07-29",NULL
2091,"20251024002689","F","2004-05-31",NULL
2092,"20251024002690","N","1969-11-19",NULL
2093,"20251024002691","G","2009-08-06","2010-08-01"
2094,"20251024002691","B","2010-08-02",NULL
2095,"20251024002692","G","1991-05-29",NULL
2096,"20251024002695","C","2015-08-20",NULL
2097,"20251024002696","B","2015-07-22","2019-08-30"
2098,"20251024002696","C","2019-08-31",NULL
2099,"20251024002697","B","2001-08-13",NULL
2100,"20251024002699","B","1937-06-08",NULL
2101,"20251024002701","G","2017-12-17",NULL
2102,"20251024002703","C","1972-06-18",NULL
2103,"20251024002704","F","2006-06-28","2008-08-16"
2104,"20251024002706","C","2016-08-31",NULL
2105,"20251024002708","B","1994-08-29",NULL
2106,"20251024002709","G","1975-12-17",NULL
2107,"20251024002710","C","2022-04-15",NULL
2108,"20251024002711","B","1991-10-02",NULL
2109,"20251024002713","G","2023-08-19",NULL
2110,"20251024002714","B","2000-04-11",NULL
2111,"20251024002715","N","2021-02-14",NULL
2112,"20251024002716","C","2017-10-16",NULL
2113,"20251024002718","G","2013-02-20",NULL
2114,"20251024002719","B","2024-09-06",NULL
2115,"20251024002721","B","1986-01-17",NULL
2116,"20251024002722","B","1966-06-15",NULL
2117,"20251024002723","C","1994-05-05",NULL
2118,"20251024002724","C","1998-04-30",NULL
2119,"20251024002725","G","1963-07-26",NULL
2120,"20251024002727","C","2023-08-19",NULL
2121,"20251024002729","G","1986-01-07",NULL
2122,"20251024002730","C","2009-05-19",NULL
2123,"20251024002731","C","1988-03-07",NULL
2124,"20251024002732","L","2017-01-11",NULL
2125,"20251024002733","C","2020-04-16",NULL
2126,"20251024002734","C","2024-05-15",NULL
2127,"20251024002735","C","2023-04-21",NULL
2128,"20251024002736","B","1999-01-23",NULL
2129,"20251024002737","L","1976-08-31","1977-03-29"
2130,"20251024002738","L","1985-05-16",NULL
2131,"20251024002741","C","1973-04-12",NULL
2132,"20251024002742","B","2023-10-22",NULL
2133,"20251024002744","C","1995-11-13",NULL
2134,"20251024002745","B","1998-05-12",NULL
2135,"20251024002746","L","1961-12-16",NULL
2136,"20251024002747","C","2014-10-11",NULL
2137,"20251024002749","G","2011-11-03",NULL
2138,"20251024002751","L","1996-09-27",NULL
2139,"20251024002752","G","1967-06-18",NULL
2140,"20251024002753","L","2001-06-03","2002-04-29"
2141,"20251024002753","G","2002-04-30",NULL
2142,"20251024002754","B","2009-02-07",NULL
2143,"20251024002756","B","2008-10-19",NULL
2144,"20251024002758","N","1984-03-24",NULL
2145,"20251024002760","G","2011-07-10",NULL
2146,"20251024002761","S","1985-11-20",NULL
2147,"20251024002762","F","2011-07-25",NULL
2148,"20251024002763","C","1994-03-28",NULL
2149,"20251024002764","C","1993-01-13",NULL
2150,"20251024002765","C","2021-02-02",NULL
2151,"20251024002766","C","2012-09-21",NULL
2152,"20251024002768","B","2000-06-11",NULL
2153,"20251024002770","B","2011-12-23",NULL
2154,"20251024002772","C","2023-07-12",NULL
2155,"20251024002774","B","2019-10-23",NULL
2156,"20251024002775","G","1960-07-28",NULL
2157,"20251024002776","L","2024-06-11",NULL
2158,"20251024002777","B","1964-04-11",NULL
2159,"20251024002778","C","1984-05-30",NULL
2160,"20251024002780","G","1950-12-27",NULL
2161,"20251024002782","B","1965-09-28",NULL
2162,"20251024002783","L","2015-03-26",NULL
2163,"20251024002784","B","2022-09-21",NULL
2164,"20251024002786","C","2024-07-07",NULL
2165,"20251024002787","S","2023-01-14",NULL
2166,"20251024002788","G","2001-01-30",NULL
2167,"20251024002789","C","1981-01-25",NULL
2168,"20251024002791","B","1985-09-07",NULL
2169,"20251024002792","C","2023-09-03",NULL
2170,"20251024002793","G","1976-12-03","1977-11-28"
2171,"20251024002793","B","1977-11-29",NULL
2172,"20251024002794","B","1992-01-12",NULL
2173,"20251024002795","G","2024-08-12",NULL
2174,"20251024002796","G","2024-05-06",NULL
2175,"20251024002797","C","2024-12-05",NULL
2176,"20251024002798","L","1979-04-10",NULL
2177,"20251024002801","G","2002-04-25",NULL
2178,"20251024002802","B","2022-06-28",NULL
2179,"20251024002803","L","1950-02-19","1950-08-18"
2180,"20251024002804","F","2023-07-04",NULL
2181,"20251024002805","L","2023-08-21",NULL
2182,"20251024002806","G","1970-07-12",NULL
2183,"20251024002807","C","2007-06-14",NULL
2184,"20251024002808","F","1989-08-31",NULL
2185,"20251024002809","B","2019-12-04",NULL
2186,"20251024002811","B","2022-02-22",NULL
2187,"20251024002813","C","2021-08-16",NULL
2188,"20251024002814","B","2002-09-02",NULL
2189,"20251024002815","C","1974-07-09",NULL
2190,"20251024002816","L","1989-09-01",NULL
2191,"20251024002817","S","2003-08-09",NULL
2192,"20251024002819","L","2006-04-03",NULL
2193,"20251024002820","B","2020-04-30",NULL
2194,"20251024002821","G","2014-09-25",NULL
2195,"20251024002822","B","1969-11-02",NULL
2196,"20251024002823","C","2012-10-26",NULL
2197,"20251024002824","B","1985-12-13","1990-11-17"
2198,"20251024002824","C","1990-11-18",NULL
2199,"20251024002825","B","2001-10-10",NULL
2200,"20251024002826","G","2024-03-13",NULL
2201,"20251024002827","C","2024-09-30",NULL
2202,"20251024002828","B","1995-08-19",NULL
2203,"20251024002829","C","2011-02-27",NULL
2204,"20251024002830","L","2001-01-08",NULL
2205,"20251024002831","B","1985-10-13",NULL
2206,"20251024002832","G","1975-03-31",NULL
2207,"20251024002833","C","1968-08-16",NULL
2208,"20251024002834","L","2018-01-22",NULL
2209,"20251024002836","G","1998-05-05",NULL
2210,"20251024002837","C","2003-06-10",NULL
2211,"20251024002839","B","2005-03-16",NULL
2212,"20251024002840","S","2001-08-29",NULL
2213,"20251024002842","B","1977-06-24",NULL
2214,"20251024002844","B","1970-01-12",NULL
2215,"20251024002845","B","2020-02-13",NULL
2216,"20251024002846","L","2022-06-02",NULL
2217,"20251024002847","B","1967-01-24","1971-01-03"
2218,"20251024002848","B","2017-10-22",NULL
2219,"20251024002849","B","1966-11-27",NULL
2220,"20251024002850","B","2002-04-13",NULL
2221,"20251024002851","B","1989-02-11",NULL
2222,"20251024002853","B","2014-04-01",NULL
2223,"20251024002854","C","2022-10-10",NULL
2224,"20251024002855","C","1985-11-29",NULL
2225,"20251024002856","G","2021-01-03",NULL
2226,"20251024002857","C","1972-04-21",NULL
2227,"20251024002858","C","1959-09-29",NULL
2228,"20251024002859","B","2020-12-04",NULL
2229,"20251024002860","B","1970-05-28",NULL
2230,"20251024002861","C","2008-08-24",NULL
2231,"20251024002862","G","2024-10-14",NULL
2232,"20251024002863","F","2002-04-11",NULL
2233,"20251024002865","C","2024-04-20",NULL
2234,"20251024002866","C","2021-10-06",NULL
2235,"20251024002867","B","2005-08-01",NULL
2236,"20251024002868","B","2023-03-08",NULL
2237,"20251024002870","L","1964-11-22",NULL
2238,"20251024002873","G","2019-04-06",NULL
2239,"20251024002874","F","2003-01-02",NULL
2240,"20251024002875","B","2022-05-12",NULL
2241,"20251024002877","B","2015-03-19",NULL
2242,"20251024002878","G","1997-01-12",NULL
2243,"20251024002880","L","1991-04-29",NULL
2244,"20251024002881","G","2019-12-03",NULL
2245,"20251024002882","C","2010-05-11",NULL
2246,"20251024002883","C","1988-04-21",NULL
2247,"20251024002884","B","2018-04-04",NULL
2248,"20251024002885","N","2011-04-08","2011-11-04"
2249,"20251024002885","B","2011-11-05",NULL
2250,"20251024002886","C","2017-04-05",NULL
2251,"20251024002887","S","2002-07-10",NULL
2252,"20251024002888","G","2012-10-31",NULL
2253,"20251024002889","C","2024-10-07",NULL
2254,"20251024002890","F","2010-06-08",NULL
2255,"20251024002891","B","1998-11-10",NULL
2256,"20251024002892","C","2003-06-11",NULL
2257,"20251024002893","C","2014-10-22",NULL
2258,"20251024002894","B","2004-02-26",NULL
2259,"20251024002897","B","2003-06-28",NULL
2260,"20251024002898","B","2024-04-24",NULL
2261,"20251024002899","C","2010-06-29",NULL
2262,"20251024002900","B","2012-10-13",NULL
2263,"20251024002901","C","1986-03-01",NULL
2264,"20251024002905","B","2022-08-10",NULL
2265,"20251024002906","C","2018-03-25",NULL
2266,"20251024002909","B","2011-10-18",NULL
2267,"20251024002910","G","1996-03-02",NULL
2268,"20251024002911","C","2022-05-18",NULL
2269,"20251024002914","G","2019-01-15",NULL
2270,"20251024002915","B","2007-07-29",NULL
2271,"20251024002916","B","2013-12-19",NULL
2272,"20251024002917","S","1991-07-07",NULL
2273,"20251024002918","C","1975-01-19",NULL
2274,"20251024002920","B","2009-04-27",NULL
2275,"20251024002921","B","2016-10-06",NULL
2276,"20251024002922","C","1998-10-09",NULL
2277,"20251024002923","G","1981-09-12",NULL
2278,"20251024002924","B","2015-09-05",NULL
2279,"20251024002926","B","1969-12-31",NULL
2280,"20251024002927","B","1941-12-12",NULL
2281,"20251024002930","B","2020-01-29",NULL
2282,"20251024002931","N","2024-05-08","2024-12-04"
2283,"20251024002931","B","2024-12-05",NULL
2284,"20251024002932","B","1995-12-19",NULL
2285,"20251024002934","C","2022-01-05",NULL
2286,"20251024002939","G","1967-01-09",NULL
2287,"20251024002940","B","2003-11-24",NULL
2288,"20251024002941","G","2009-08-07",NULL
2289,"20251024002942","B","2008-09-08","2013-01-15"
2290,"20251024002942","C","2013-01-16",NULL
2291,"20251024002943","B","1973-01-29",NULL
2292,"20251024002945","S","2016-04-04",NULL
2293,"20251024002947","S","2022-03-05",NULL
2294,"20251024002948","B","1989-02-14",NULL
2295,"20251024002950","C","1953-01-26",NULL
2296,"20251024002951","B","2015-02-08",NULL
2297,"20251024002952","C","2014-04-19",NULL
2298,"20251024002953","C","1998-11-09",NULL
2299,"20251024002954","S","2010-11-23",NULL
2300,"20251024002955","S","1947-10-16",NULL
2301,"20251024002957","B","1961-03-11",NULL
2302,"20251024002958","B","2023-09-17",NULL
2303,"20251024002959","B","2012-02-12",NULL
2304,"20251024002960","C","2006-10-25",NULL
2305,"20251024002961","G","2004-08-08",NULL
2306,"20251024002962","C","1998-10-18",NULL
2307,"20251024002963","B","2017-07-12",NULL
2308,"20251024002964","C","2004-12-18",NULL
2309,"20251024002965","C","2007-12-12",NULL
2310,"20251024002966","C","1986-10-10",NULL
2311,"20251024002967","B","2010-01-09",NULL
2312,"20251024002968","C","2002-09-20",NULL
2313,"20251024002969","B","2020-10-28",NULL
2314,"20251024002971","G","2013-01-04",NULL
2315,"20251024002972","C","2004-04-12",NULL
2316,"20251024002973","B","2009-07-26",NULL
2317,"20251024002974","B","2001-03-26",NULL
2318,"20251024002975","C","1957-06-28",NULL
2319,"20251024002978","B","1978-11-24",NULL
2320,"20251024002979","B","1986-05-26",NULL
2321,"20251024002980","B","2023-09-16",NULL
2322,"20251024002981","B","2024-10-22",NULL
2323,"20251024002982","B","1974-02-03",NULL
2324,"20251024002983","C","1992-03-23",NULL
2325,"20251024002984","C","2003-04-27",NULL
2326,"20251024002985","B","2019-12-08",NULL
2327,"20251024002987","C","2013-02-11",NULL
2328,"20251024002989","C","2014-11-03",NULL
2329,"20251024002990","S","1986-01-19","1989-06-02"
2330,"20251024002991","L","2016-06-28",NULL
2331,"20251024002993","L","1971-04-10",NULL
2332,"20251024002994","C","1975-12-07",NULL
2333,"20251024002995","B","2012-11-26",NULL
2334,"20251024002996","B","1978-09-09","1983-02-15"
2335,"20251024002996","C","1983-02-16",NULL
2336,"20251024002997","C","2009-01-14",NULL
2337,"20251024002998","L","1946-03-21",NULL
2338,"20251024002999","C","1957-05-06",NULL
2339,"20251024003000","C","1994-12-01",NULL
2340,"20251024003001","B","2008-09-13",NULL
2341,"20251024003002","G","2021-11-08",NULL
2342,"20251024003003","C","1986-06-27",NULL
2343,"20251024003004","C","1998-12-21",NULL
2344,"20251024003006","B","2011-10-28",NULL
2345,"20251024003007","B","2010-06-16",NULL
2346,"20251024003008","S","2022-03-28",NULL
2347,"20251024003010","L","1994-11-03",NULL
2348,"20251024003011","C","1990-12-07",NULL
2349,"20251024003012","B","2022-11-14",NULL
2350,"20251024003013","C","2019-03-19",NULL
2351,"20251024003014","B","1978-01-19",NULL
2352,"20251024003015","B","2018-08-02",NULL
2353,"20251024003016","B","1979-01-09","1983-08-16"
2354,"20251024003016","C","1983-08-17",NULL
2355,"20251024003019","C","1992-06-28",NULL
2356,"20251024003020","C","2024-09-04",NULL
2357,"20251024003021","C","2011-04-25",NULL
2358,"20251024003022","C","2004-10-29",NULL
2359,"20251024003023","B","2014-08-22","2018-08-31"
2360,"20251024003023","C","2018-09-01",NULL
2361,"20251024003024","B","2021-12-29",NULL
2362,"20251024003025","S","2023-03-15",NULL
2363,"20251024003026","B","2016-07-08",NULL
2364,"20251024003027","G","2023-11-09",NULL
2365,"20251024003028","B","1938-06-26",NULL
2366,"20251024003030","L","1985-01-26",NULL
2367,"20251024003031","C","2013-09-12",NULL
2368,"20251024003032","C","1995-11-24",NULL
2369,"20251024003033","C","1997-11-23",NULL
2370,"20251024003034","B","1982-05-22",NULL
2371,"20251024003035","L","2024-04-27","2025-01-22"
2372,"20251024003035","B","2025-01-23",NULL
2373,"20251024003036","G","2022-04-08",NULL
2374,"20251024003037","C","2006-03-30",NULL
2375,"20251024003038","C","2020-07-12",NULL
2376,"20251024003039","B","2004-09-13",NULL
2377,"20251024003040","C","2018-04-16",NULL
2378,"20251024003041","B","2015-06-27",NULL
2379,"20251024003044","S","2015-07-23",NULL
2380,"20251024003046","B","2019-06-23",NULL
2381,"20251024003047","C","1995-07-30",NULL
2382,"20251024003049","L","2021-04-11","2022-01-06"
2383,"20251024003049","B","2022-01-07",NULL
2384,"20251024003050","C","1998-03-12",NULL
2385,"20251024003051","B","2006-05-26",NULL
2386,"20251024003052","G","1997-11-15",NULL
2387,"20251024003053","C","2021-09-20",NULL
2388,"20251024003054","B","1997-09-18",NULL
2389,"20251024003055","G","1995-01-01",NULL
2390,"20251024003059","B","2020-05-04",NULL
2391,"20251024003060","B","2008-06-01",NULL
2392,"20251024003061","C","2023-09-03",NULL
2393,"20251024003062","C","2008-05-02",NULL
2394,"20251024003065","C","2013-03-15",NULL
2395,"20251024003066","B","2021-08-14",NULL
2396,"20251024003069","C","2006-01-09",NULL
2397,"20251024003070","C","2006-01-06",NULL
2398,"20251024003071","S","2010-02-20",NULL
2399,"20251024003073","C","2004-04-09",NULL
2400,"20251024003074","G","1982-02-09",NULL
2401,"20251024003075","C","1953-06-06",NULL
2402,"20251024003076","L","2014-07-18",NULL
